ID,JournalLineNumber,Year,TransactionJournalEntryDescription,PostedDate,EffectiveDate,GeneralLedgerAccountNumber,AccountDescription,TransactionAmount,DebitCreditIndicator,Vendname
197052,1,2017,NULL,34:00.0,14-03-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
197070,1,2017,17-Mar,17:00.0,28-03-2017,70200-6010              ,Advertising - Radio                ,700,DR,JEFF A. COLLINS                              
197099,1,2017,DA17030290                         ,21:00.0,31-03-2017,70500-6010              ,Advertising - Web                  ,5907.5,DR,KXAS-TV                                      
197101,2,2017,DA17030290                         ,21:00.0,31-03-2017,70500-6010              ,Advertising - Web                  ,11730,DR,KXAS-TV                                      
197143,2,2017,NULL,22:00.0,11-01-2017,70101-6010              ,Advertising Allocation Account     ,180.18,DR,JAMES SHARP                                  
197246,1,2016,NULL,00:00.0,01-10-2016,70500-6010              ,Advertising - Web                  ,-750,CR,YAHOO AD MANAGER                             
197263,1,2016,NULL,25:00.0,26-10-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
197267,1,2016,A04Q5QHE                         ,08:00.0,22-11-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
197271,1,2016,A04Q961U                         ,09:00.0,22-11-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
197277,1,2016,NULL,10:00.0,22-11-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
197283,1,2016,NULL,01:00.0,30-11-2016,70200-6010              ,Advertising - Radio                ,22924.5,DR,KTCK                                         
197289,1,2016,NULL,52:00.0,06-12-2016,70101-6010              ,Advertising Allocation Account     ,4314.44,DR,S.C. PRODUCTIONS                             
197291,1,2016,NULL,55:00.0,07-12-2016,70300-6010              ,Advertising - Television           ,28050,DR,KPRC                                         
197664,1,2016,NULL,16:00.0,29-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
197830,1,2017,NULL,18:00.0,03-03-2017,70300-6010              ,Advertising - Television           ,21505,DR,WFAA                                         
197832,1,2017,NULL,33:00.0,03-03-2017,70200-6010              ,Advertising - Radio                ,11373,DR,KTRH                                         
197834,1,2017,415053B-1                          ,51:00.0,03-03-2017,70300-6010              ,Advertising - Television           ,2550,DR,KPRC                                         
197836,2,2017,415053B-1                          ,52:00.0,03-03-2017,70300-6010              ,Advertising - Television           ,23545,DR,KPRC                                         
197920,1,2017,NULL,09:00.0,13-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
197924,1,2017,NULL,09:00.0,14-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
197928,1,2017,NULL,10:00.0,16-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
198016,1,2016,NULL,33:00.0,30-09-2016,70500-6010              ,Advertising - Web                  ,243.81,DR,FACEBOOK                                     
198051,1,2016,NULL,44:00.0,01-11-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
198458,1,2016,NULL,51:00.0,08-11-2016,70200-6010              ,Advertising - Radio                ,3187.5,DR,KRLD - FM                                    
198648,1,2017,NULL,50:00.0,01-03-2017,70101-6010              ,Advertising Allocation Account     ,787.5,DR,CLIX MARKETING GROUP INC.                    
198650,1,2017,NULL,51:00.0,01-04-2017,70101-6010              ,Advertising Allocation Account     ,787.5,DR,CLIX MARKETING GROUP INC.                    
198846,1,2016,NULL,20:00.0,08-11-2016,70101-6010              ,Advertising Allocation Account     ,4000,DR,DRIVEN LOCAL                                 
199236,1,2016,A04N31J4                         ,32:00.0,06-11-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
199295,1,2017,NULL,09:00.0,03-02-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
199299,1,2017,NULL,10:00.0,03-02-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
199303,1,2017,NULL,10:00.0,04-02-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
199307,1,2017,NULL,11:00.0,06-02-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
199311,1,2017,NULL,12:00.0,06-02-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
199973,1,2016,NULL,48:00.0,01-12-2016,70300-6010              ,Advertising - Television           ,-161.5,CR,SPECTRUM REACH                               
200392,1,2017,NULL,39:00.0,16-01-2017,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
200398,1,2017,NULL,09:00.0,23-01-2017,70101-6010              ,Advertising Allocation Account     ,300,DR,THERESA F. COLLINS                           
200592,1,2017,NULL,33:00.0,20-02-2017,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
200735,1,2016,NULL,57:00.0,01-11-2016,70101-6010              ,Advertising Allocation Account     ,787.5,DR,CLIX MARKETING GROUP INC.                    
200749,1,2016,NULL,21:00.0,26-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
200956,1,2016,1188225364;1188225543              ,01:00.0,31-12-2016,70200-6010              ,Advertising - Radio                ,3187.5,DR,KRLD - FM                                    
200958,2,2016,1188225364;1188225543              ,02:00.0,31-12-2016,70200-6010              ,Advertising - Radio                ,2278,DR,KRLD - FM                                    
200960,3,2016,1188225364;1188225543              ,03:00.0,31-12-2016,70200-6010              ,Advertising - Radio                ,9112,DR,KRLD - FM                                    
201650,1,2017,NULL,16:00.0,28-02-2017,70200-6010              ,Advertising - Radio                ,10433.75,DR,WBAP-AM                                      
201652,1,2017,1810274531,22:00.0,28-02-2017,70200-6010              ,Advertising - Radio                ,1572.5,DR,KLIF                                         
201654,2,2017,1810274531,23:00.0,28-02-2017,70200-6010              ,Advertising - Radio                ,1190,DR,KLIF                                         
201656,1,2017,NULL,58:00.0,28-02-2017,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
201660,1,2017,NULL,22:00.0,28-02-2017,70300-6010              ,Advertising - Television           ,12325,DR,KTRK - ABC 13                                
201666,1,2017,NULL,40:00.0,01-03-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
201670,1,2017,NULL,41:00.0,02-03-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
201674,1,2017,NULL,41:00.0,02-03-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202154,1,2016,NULL,37:00.0,22-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202158,1,2016,NULL,38:00.0,23-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202162,1,2016,NULL,38:00.0,23-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202166,1,2016,NULL,39:00.0,24-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202419,1,2017,NULL,02:00.0,02-02-2017,70101-6010              ,Advertising Allocation Account     ,6500,DR,BOOST MEDIA GROUP                            
202440,1,2017,1188225703,02:00.0,31-01-2017,70200-6010              ,Advertising - Radio                ,4250,DR,KRLD - FM                                    
202442,2,2017,1188225703,03:00.0,31-01-2017,70200-6010              ,Advertising - Radio                ,7114.5,DR,KRLD - FM                                    
202515,1,2017,NULL,15:00.0,14-03-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202605,1,2017,NULL,58:00.0,03-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202609,1,2017,NULL,59:00.0,04-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
202613,1,2017,NULL,00:00.0,04-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
203441,1,2016,NULL,50:00.0,03-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
203474,1,2016,NULL,01:00.0,16-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
203709,1,2016,NULL,52:00.0,05-09-2016,70500-6010              ,Advertising - Web                  ,5002.38,DR,MICROSOFT *BING AD800-518-5689 NV            
204018,1,2016,NULL,49:00.0,21-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
204240,1,2016,NULL,50:00.0,21-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
204260,1,2016,NULL,59:00.0,22-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
204330,1,2017,NULL,47:00.0,01-02-2017,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
205225,1,2016,NULL,27:00.0,16-11-2016,70101-6010              ,Advertising Allocation Account     ,800,DR,NATIONAL TELEPHO                             
205678,1,2016,NULL,05:00.0,27-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
205682,1,2016,NULL,06:00.0,27-09-2016,70500-6010              ,Advertising - Web                  ,750.28,DR,FACEBOOK                                     
206051,2,2016,Accrual of Marketing/Advertising   ,56:00.0,30-09-2016,70101-6010              ,Advertising Allocation Account     ,4000,DR,                                             
206052,3,2016,KTRH Radio Houston                 ,56:00.0,30-09-2016,70200-6010              ,Advertising - Radio                ,12151,DR,                                             
206053,4,2016,WFAA TV                            ,56:00.0,30-09-2016,70300-6010              ,Advertising - Television           ,24828,DR,                                             
206239,1,2016,NULL,56:00.0,31-10-2016,70200-6010              ,Advertising - Radio                ,2975,DR,KLIF                                         
206241,1,2016,NULL,01:00.0,31-10-2016,70200-6010              ,Advertising - Radio                ,13727.5,DR,KILT-AM                                      
206370,5,2016,KPRC TV Houston                    ,57:00.0,30-09-2016,70300-6010              ,Advertising - Television           ,18565,DR,                                             
206371,6,2016,Top of Mind                        ,57:00.0,30-09-2016,70101-6010              ,Advertising Allocation Account     ,12000,DR,                                             
206372,7,2016,TWC                                ,59:00.0,30-09-2016,70300-6010              ,Advertising - Television           ,21265,DR,                                             
206373,8,2016,James S Adv                        ,59:00.0,30-09-2016,70101-6010              ,Advertising Allocation Account     ,1000,DR,                                             
206376,2,2016,Accrual of Marketing/Advertising   ,00:00.0,01-10-2016,70101-6010              ,Advertising Allocation Account     ,-4000,CR,NULL
206377,3,2016,KTRH Radio Houston                 ,00:00.0,01-10-2016,70200-6010              ,Advertising - Radio                ,-12151,CR,NULL
206378,4,2016,WFAA TV                            ,00:00.0,01-10-2016,70300-6010              ,Advertising - Television           ,-24828,CR,NULL
206379,5,2016,KPRC TV Houston                    ,00:00.0,01-10-2016,70300-6010              ,Advertising - Television           ,-18565,CR,NULL
206380,6,2016,Top of Mind                        ,00:00.0,01-10-2016,70101-6010              ,Advertising Allocation Account     ,-12000,CR,NULL
206381,7,2016,TWC                                ,00:00.0,01-10-2016,70300-6010              ,Advertising - Television           ,-21265,CR,NULL
206382,8,2016,James S Adv                        ,00:00.0,01-10-2016,70101-6010              ,Advertising Allocation Account     ,-1000,CR,NULL
206395,1,2016,NULL,52:00.0,03-10-2016,70500-6010              ,Advertising - Web                  ,5027.05,DR,MICROSOFT *BING AD800-518-5689 NV            
206665,1,2016,NULL,14:00.0,09-09-2016,70300-6010              ,Advertising - Television           ,8160,DR,KTVT-11                                      
206756,1,2016,NULL,09:00.0,02-10-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
207104,1,2016,NULL,15:00.0,05-10-2016,70300-6010              ,Advertising - Television           ,18615,DR,KPRC                                         
207386,1,2016,NULL,25:00.0,12-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
207390,1,2016,NULL,25:00.0,12-09-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
207402,1,2016,NULL,28:00.0,13-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
207406,1,2016,NULL,28:00.0,13-09-2016,70500-6010              ,Advertising - Web                  ,26.26,DR,FACEBOOK                                     
207410,1,2016,NULL,29:00.0,13-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
207439,1,2016,NULL,30:00.0,01-09-2016,70200-6010              ,Advertising - Radio                ,-161.5,CR,KTCK                                         
207734,1,2016,NULL,31:00.0,14-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
207738,1,2016,1810262932,22:00.0,01-09-2016,70200-6010              ,Advertising - Radio                ,2023,DR,KLIF                                         
207740,2,2016,1810262932,22:00.0,01-09-2016,70200-6010              ,Advertising - Radio                ,2380,DR,KLIF                                         
208103,1,2016,NULL,57:00.0,22-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
208107,1,2016,NULL,59:00.0,21-09-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
208856,1,2016,NULL,34:00.0,17-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
210222,1,2016,NULL,17:00.0,29-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
210226,1,2016,NULL,18:00.0,29-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
210237,1,2016,NULL,00:00.0,18-10-2016,70500-6010              ,Advertising - Web                  ,-750,CR,YAHOO AD MANAGER                             
210400,1,2016,NULL,43:00.0,06-12-2016,70101-6010              ,Advertising Allocation Account     ,4000,DR,DRIVEN LOCAL                                 
210587,1,2016,NULL,38:00.0,01-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
210686,1,2016,NULL,03:00.0,08-11-2016,70300-6010              ,Advertising - Television           ,9095,DR,KTVT-11                                      
210816,1,2016,NULL,22:00.0,07-12-2016,70101-6010              ,Advertising Allocation Account     ,5450,DR,TOP OF MIND NETWORKS LLC                     
210951,1,2016,NULL,50:00.0,26-08-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
211185,1,2016,NULL,32:00.0,01-12-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
211324,1,2016,NULL,54:00.0,27-08-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
211701,1,2016,NULL,58:00.0,09-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
211705,1,2016,NULL,59:00.0,10-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
211709,1,2016,NULL,59:00.0,11-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
211713,1,2016,NULL,01:00.0,05-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
212058,1,2016,NULL,02:00.0,06-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
212064,1,2016,NULL,16:00.0,11-09-2016,70101-6010              ,Advertising Allocation Account     ,800,DR,REPUTATION ADVOCATE/THIRD COAST INTERACTIVE  
213206,1,2016,NULL,23:00.0,10-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
213210,1,2016,NULL,24:00.0,10-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
213448,1,2017,NULL,18:00.0,01-01-2017,70101-6010              ,Advertising Allocation Account     ,787.5,DR,CLIX MARKETING GROUP INC.                    
214182,1,2016,NULL,44:00.0,27-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214186,1,2016,NULL,44:00.0,27-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214190,1,2016,NULL,45:00.0,27-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214606,1,2017,NULL,54:00.0,25-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214610,1,2017,NULL,54:00.0,25-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214614,1,2017,NULL,55:00.0,26-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214618,1,2017,NULL,58:00.0,26-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214649,1,2016,NULL,25:00.0,17-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214653,1,2016,NULL,26:00.0,18-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
214657,1,2016,NULL,32:00.0,16-09-2016,70500-6010              ,Advertising - Web                  ,2776.96,DR,MICROSOFT *BING AD800-518-5689 NV            
214665,1,2016,NULL,53:00.0,15-09-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
214669,1,2016,NULL,53:00.0,19-09-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
214755,1,2016,NULL,59:00.0,17-11-2016,70300-6010              ,Advertising - Television           ,3527.5,DR,KHOU                                         
215113,1,2016,A04KUEE1                         ,20:00.0,28-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
215115,1,2016,NULL,40:00.0,31-10-2016,70500-6010              ,Advertising - Web                  ,604.12,DR,FACEBOOK                                     
215119,1,2016,NULL,41:00.0,31-10-2016,70500-6010              ,Advertising - Web                  ,5066.57,DR,MICROSOFT *BING AD800-518-5689 NV            
215123,1,2016,NULL,42:00.0,30-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
215616,1,2016,NULL,06:00.0,30-11-2016,70200-6010              ,Advertising - Radio                ,550,DR,KLTY                                         
215618,2,2016,NULL,07:00.0,30-11-2016,70200-6010              ,Advertising - Radio                ,20412.75,DR,KLTY                                         
216595,1,2016,NULL,15:00.0,29-09-2016,70300-6010              ,Advertising - Television           ,14535,DR,KXAS-TV                                      
216931,1,2016,NULL,31:00.0,13-09-2016,70300-6010              ,Advertising - Television           ,30387.5,DR,WFAA                                         
216949,1,2016,NULL,25:00.0,01-09-2016,70101-6010              ,Advertising Allocation Account     ,787.5,DR,CLIX MARKETING GROUP INC.                    
216951,1,2016,NULL,26:00.0,01-10-2016,70101-6010              ,Advertising Allocation Account     ,787.5,DR,CLIX MARKETING GROUP INC.                    
217469,1,2016,NULL,34:00.0,31-10-2016,70200-6010              ,Advertising - Radio                ,22746,DR,KTCK                                         
218070,1,2016,NULL,21:00.0,14-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
218074,1,2016,NULL,21:00.0,15-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
218078,1,2016,NULL,22:00.0,16-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
218082,1,2016,NULL,22:00.0,16-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
218086,1,2016,NULL,23:00.0,17-09-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
218102,1,2016,1810264890,17:00.0,30-09-2016,70200-6010              ,Advertising - Radio                ,1500.25,DR,KTCK                                         
218104,2,2016,1810264862,17:00.0,30-09-2016,70200-6010              ,Advertising - Radio                ,22746,DR,KTCK                                         
218473,1,2016,NULL,38:00.0,03-10-2016,70101-6010              ,Advertising Allocation Account     ,8198.39,DR,VELOCIFY                                     
218698,1,2017,NULL,48:00.0,13-01-2017,70101-6010              ,Advertising Allocation Account     ,800,DR,NATIONAL TELEPHO                             
218902,1,2016,NULL,27:00.0,14-10-2016,70101-6010              ,Advertising Allocation Account     ,800,DR,NATIONAL TELEPHO                             
219275,1,2016,NULL,54:00.0,18-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
219285,1,2016,NULL,50:00.0,19-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
219393,1,2016,NULL,16:00.0,05-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
219665,1,2016,NULL,36:00.0,19-10-2016,70500-6010              ,Advertising - Web                  ,752.73,DR,FACEBOOK                                     
219670,1,2016,NULL,56:00.0,20-10-2016,70300-6010              ,Advertising - Television           ,2040,DR,KTVT-11                                      
219761,1,2016,NULL,16:00.0,06-12-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
219765,1,2016,NULL,46:00.0,07-12-2016,70300-6010              ,Advertising - Television           ,15400,DR,KTRK - ABC 13                                
219769,1,2016,NULL,33:00.0,07-12-2016,70200-6010              ,Advertising - Radio                ,19137.75,DR,KTRH                                         
219826,1,2017,NULL,44:00.0,20-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
219830,1,2017,NULL,45:00.0,20-01-2017,70500-6010              ,Advertising - Web                  ,20000,DR,GOOGLE ADW MOUNTAIN VIEW                     
219834,1,2017,NULL,05:00.0,29-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
220142,1,2016,NULL,17:00.0,02-12-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
220146,1,2016,NULL,19:00.0,01-12-2016,70500-6010              ,Advertising - Web                  ,8552.1,DR,VELOCIFY                                     
220150,1,2016,NULL,21:00.0,05-12-2016,70500-6010              ,Advertising - Web                  ,5008.94,DR,MICROSOFT *BING AD800-518-5689 NV            
220299,1,2016,NULL,53:00.0,06-09-2016,70101-6010              ,Advertising Allocation Account     ,10050,DR,TOP OF MIND NETWORKS LLC                     
220454,1,2016,NULL,54:00.0,17-11-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
220547,1,2016,NULL,53:00.0,31-12-2016,70200-6010              ,Advertising - Radio                ,11424,DR,KTRH                                         
221725,1,2017,NULL,01:00.0,16-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
221737,1,2017,NULL,03:00.0,17-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
222014,1,2017,NULL,41:00.0,10-01-2017,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
222018,1,2017,NULL,55:00.0,01-01-2017,70101-6010              ,Advertising Allocation Account     ,8529.1,DR,VELOCIFY                                     
222026,1,2017,NULL,02:00.0,11-01-2017,70101-6010              ,Advertising Allocation Account     ,800,DR,REPUTATION ADVOCATE/THIRD COAST INTERACTIVE  
222267,1,2016,NULL,48:00.0,31-10-2016,70200-6010              ,Advertising - Radio                ,11368.75,DR,WBAP-AM                                      
223074,1,2016,NULL,15:00.0,11-12-2016,70101-6010              ,Advertising Allocation Account     ,800,DR,REPUTATION ADVOCATE/THIRD COAST INTERACTIVE  
223339,1,2016,NULL,19:00.0,28-09-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
223804,1,2016,NULL,47:00.0,04-11-2016,70101-6010              ,Advertising Allocation Account     ,8278.71,DR,VELOCIFY                                     
223862,1,2016,NULL,23:00.0,01-12-2016,70200-6010              ,Advertising - Radio                ,-242.25,CR,KTRH                                         
223917,1,2017,1810272874,26:00.0,31-01-2017,70200-6010              ,Advertising - Radio                ,1887,DR,KLIF                                         
223919,2,2017,1810272874,26:00.0,31-01-2017,70200-6010              ,Advertising - Radio                ,2380,DR,KLIF                                         
223921,1,2017,NULL,11:00.0,31-01-2017,70300-6010              ,Advertising - Television           ,17807.5,DR,KTRK - ABC 13                                
224525,1,2016,NULL,52:00.0,05-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
224529,1,2016,NULL,53:00.0,05-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
224671,1,2017,NULL,48:00.0,23-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
224877,1,2016,NULL,56:00.0,05-10-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
224907,1,2016,NULL,36:00.0,10-10-2016,70500-6010              ,Advertising - Web                  ,750,DR,YAHOO ONLINE SERVICES                        
225010,1,2016,NULL,32:00.0,18-12-2016,70300-6010              ,Advertising - Television           ,8330,DR,KHOU                                         
225012,1,2016,NULL,33:00.0,25-12-2016,70300-6010              ,Advertising - Television           ,1530,DR,KHOU                                         
225029,1,2017,NULL,49:00.0,24-01-2017,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
225110,1,2017,NULL,32:00.0,28-02-2017,70200-6010              ,Advertising - Radio                ,550,DR,KLTY                                         
225643,1,2016,NULL,54:00.0,11-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
225987,1,2016,NULL,08:00.0,12-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
226113,1,2016,NULL,43:00.0,31-12-2016,70200-6010              ,Advertising - Radio                ,550,DR,KLTY                                         
226115,2,2016,NULL,43:00.0,31-12-2016,70200-6010              ,Advertising - Radio                ,14182.25,DR,KLTY                                         
226204,1,2017,NULL,22:00.0,01-03-2017,70300-6010              ,Advertising - Television           ,23460,DR,KDFW FOX 4                                   
226366,1,2016,NULL,06:00.0,19-10-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
226406,1,2016,NULL,24:00.0,14-11-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
